sale_quantity,sale_date,class_id,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track
62,201303,23,1,2,1,1,3,6,1,2,0,17,17,1,1,1,3,2,1,121,4,199,4450,1855,1635,1980,1431,5,2640,1614,1615
152,201405,10,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,3,2,1,81,4,155,4255,1799,1452,1740,1260,5,2637,1549,1520
9,201509,42,15,3,2,1,1,0,3,1.3,1,6,6,1,1,1,1,2,1,98,4,185,4631,1789,1470,1710,1335,5,2650,1502,1492
7,201510,40,10,3,2,1,3,6,1,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4570,1775,1445,1608,1233,5,2700,1549,1562
38,201310,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,3,2,2,178,4,310,5039,1860,1492,2235,1755,5,3108,1600,1627
190,201305,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,3,2,2,178,4,310,5039,1860,1492,2235,1755,5,3108,1600,1627
114,201306,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,3,2,2,178,4,310,5039,1860,1492,2235,1755,5,3108,1600,1627
59,201308,35,3,3,2,2,2,6,0,2,1,22,22,1,1,1,3,2,1,187,4,296,5005,1858,1500,2190,1770,5,2837,1580,1576
7,201408,32,4,3,2,2,5,0,3,2.5,0,22,22,1,1,1,3,2,1,137,4,234,5003,1830,1490,1995,1564,5,2900,1585,1585
8,201512,3,5,3,2,1,2,6,2,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4534,1823,1483,1713,1338,5,2648,1553,1544
10,201407,20,8,3,2,2,4,8,0,2,1,42,42,2,1,1,3,2,2,200,4,350,4645,1811,1455,2010,1560,5,2810,1531,1572
14,201503,75,10,2,1,3,3,6,0,2,0,12,12,1,1,1,1,2,1,118,4,192,4270,1780,1622,1778,1375,5,2590,1557,1570
19,201404,67,6,2,2,3,5,5,1,1.3,0,9,9,1,1,1,3,2,1,73,4,123,4115,1700,1485,1500,1030,5,2550,1470,1470
474,201304,2,17,2,3,2,1,5,1,1.6,0,6,6,2,1,1,3,2,1,83,4,138,4645,1695,1940,2145,1545,7.5,2800,1445,1420
86,201202,18,11,1,4,0,1,5,1,1,0,5,5,2,1,1,3,2,1,50,4,90,3885,1600,1860,1620,1000,7,2500,1290,1290
156,201409,45,4,2,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4295,1760,1523,1640,1211,5,2700,1540,1540
9,201509,8,2,2,1,1,5,0,3,2,0,17,17,1,1,1,3,2,1,114,4,190,4585,1820,1685,2010,1540,5,2620,1580,1580
110,201403,45,4,2,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4295,1760,1523,1640,1211,5,2700,1540,1540
30,201512,69,12,2,1,3,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4335,1814,1695,1895,1520,5,2560,1525,1520
6,201311,53,5,2,1,1,2,6,0,1.6,1,22,22,3,1,1,1,2,1,130,4,240,4524,1838,1695,2092,1717,5,2690,1563,1565
125,201503,30,13,3,2,2,4,7,0,2,1,42,42,2,1,1,1,2,2,135,4,300,4783,1810,1442,2120,1650,5,2920,1563,1545
8,201503,17,8,3,2,4,4,8,0,3,0,42,42,2,1,1,3,2,2,211,6,310,5039,1860,1492,2295,1790,5,3108,1600,1627
34,201510,1,1,3,2,3,3,4,0,1.4,0,9,9,1,1,1,1,2,1,78.7,4,135,4370,1700,1460,1500,1083,5,2570,1511,1515
42,201502,1,1,3,2,3,3,4,0,1.4,0,9,9,1,1,1,1,2,1,78.7,4,135,4370,1700,1460,1500,1083,5,2570,1511,1515
176,201312,16,7,3,2,4,4,0,3,2,1,62,62,1,1,1,3,2,2,132,4,320,5015,1874,1455,2270,1740,5,3012,1627,1618
27,201202,8,2,2,1,1,5,5,0,2.4,0,17,17,3,1,1,3,2,1,125,4,220,4530,1820,1680,2080,1635,5,2620,1565,1565
9,201207,8,2,2,1,1,5,5,0,2.4,0,17,17,3,1,1,3,2,1,125,4,220,4530,1820,1680,2080,1635,5,2620,1565,1565
83,201203,21,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,3,2,1,74,4,145,4540,1775,1467,1845,1305,5,2610,1517,1493
9,201311,45,4,2,2,1,5,0,3,1.6,1,12,12,1,1,1,3,2,1,140,4,240,4295,1760,1523,1750,1326,5,2700,1530,1530
126,201511,48,2,2,1,3,5,0,3,1.8,0,17,17,1,1,1,1,2,1,100,4,169,4294,1772,1605,1770,1302,5,2610,1535,1540
20,201512,70,7,2,2,1,4,5,1,1.4,1,30,30,1,1,1,1,2,2,110,4,250,4319,1785,1441,1770,1320,5,2629,1539,1509
36,201312,50,7,2,1,1,4,7,2,2,1,30,30,1,1,1,3,2,2,125,4,280,4385,1831,1589,2040,1560,5,2603,1571,1575
6,201307,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,1,2,1,104,4,174,4535,1755,1450,1680,1280,5,2670,1495,1520
6,201512,82,13,2,1,1,4,7,2,2,1,30,30,3,1,1,1,2,2,155,4,350,4452,1804,1535,1990,1574,5,2699,1558,1549
28,201410,15,0,2,1,1,4,6,0,2,1,30,30,3,1,1,1,2,1,147,4,280,4506,1809,1685,2170,1720,5,2684,1569,1571
31,201502,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1280,5,2670,1495,1520
87,201305,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1280,5,2670,1495,1520
9,201201,45,4,2,2,1,5,6,1,1.6,1,12,12,1,1,1,3,2,1,140,4,240,4295,1760,1523,1740,1321,5,2700,1530,1530
22,201511,15,0,2,1,1,4,6,0,2,1,30,30,3,1,1,1,2,1,147,4,280,4506,1809,1685,2170,1720,5,2684,1569,1571
8,201202,23,1,2,1,1,3,6,0,2,0,17,17,3,1,1,3,2,1,120,4,194,4440,1855,1635,2030,1505,5,2640,1614,1615
8,201306,26,16,3,2,1,6,5,1,1.6,0,12,12,1,1,1,3,2,1,86,4,150,4688,1815,1525,1816,1375,5,2710,1522,1503
26,201503,9,0,3,2,1,4,5,1,1.4,1,17,17,1,1,1,3,2,1,96,4,220,4644,1778,1482,1840,1350,5,2651,1535,1532
118,201502,0,0,3,2,1,4,7,2,1.4,1,12,12,1,1,1,1,2,1,96,4,225,4605,1765,1460,1815,1305,5,2610,1517,1493
28,201212,11,1,3,2,1,3,6,0,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4600,1780,1445,1720,1260,5,2700,1555,1568
74,201201,19,1,3,2,2,3,6,0,2.4,0,17,17,1,1,1,3,2,1,132,4,231,4845,1830,1460,1985,1515,5,2795,1595,1595
170,201309,13,6,3,2,2,5,4,0,2,0,17,17,1,1,1,3,2,1,108,4,190,4825,1820,1485,2000,1520,5,2775,1575,1560
70,201501,23,1,2,1,1,3,6,1,2,0,17,17,1,1,1,3,2,1,121,4,199,4450,1855,1635,1980,1431,5,2640,1614,1615
495,201302,4,9,3,2,1,2,6,0,1.6,0,12,12,1,1,1,3,2,1,89,4,155,4598,1797,1477,1800,1390,5,2685,1544,1558
27,201504,34,0,3,2,1,4,5,1,1.4,0,9,9,1,1,1,3,2,1,66,4,132,4487,1706,1470,1600,1120,5,2603,1460,1500
23,201411,74,6,3,2,1,5,0,3,1.8,0,12,12,1,1,1,3,2,1,103,4,173,4630,1775,1480,1785,1310,5,2700,1525,1520
618,201507,43,18,2,3,3,7,5,1,1.5,0,6,8,1,1,1,3,2,1,82,4,0,4685,1785,1715,1900,1380,6.5,2750,1530,1525
202,201504,1,1,2,2,3,3,4,0,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4120,1700,1460,1500,1087,5,2570,1511,1515
15,201510,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,1,2,2,150,4,270,5055,1860,1491,2230,1740,5,3108,1600,1627
42,201206,1,1,2,2,3,3,4,0,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4120,1700,1460,1500,1087,5,2570,1511,1515
28,201304,28,3,3,2,2,2,6,0,1.6,1,22,22,1,1,1,3,2,1,135,4,235,4830,1856,1484,2025,1590,5,2737,1585,1587
45,201203,8,2,2,1,1,5,5,0,2,0,17,17,1,1,1,3,2,1,114,4,190,4550,1820,1685,2010,1506,5,2620,1565,1565
17,201212,12,6,3,2,1,5,4,0,1.6,0,12,12,1,1,1,3,2,1,90,4,154,4545,1760,1490,1770,1290,5,2600,1535,1535
28,201508,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
9,201307,19,1,3,2,2,3,6,1,2,0,17,17,1,1,1,3,2,1,119,4,194,4845,1830,1460,1860,1408,5,2795,1601,1601
352,201511,16,7,3,2,4,4,0,3,2,1,62,62,1,1,1,1,2,2,132,4,320,5015,1874,1455,2270,1740,5,3012,1627,1618
8,201408,17,8,3,2,4,4,8,0,3,0,42,42,2,1,1,3,2,2,211,6,310,5039,1860,1492,2295,1790,5,3108,1600,1627
6,201503,51,10,3,2,2,3,6,1,1.8,0,17,17,1,1,1,3,2,1,105,4,176,4710,1820,1470,1820,1364,5,2770,1579,1589
8,201404,23,1,2,1,1,3,6,0,2,0,17,17,3,1,1,3,2,1,121,4,199,4450,1855,1635,2030,1541,5,2640,1614,1615
9,201412,37,2,2,2,3,5,0,3,1.5,0,9,9,1,1,1,3,2,1,96,4,155,4065,1695,1525,1500,1116,5,2530,1480,1465
17,201505,18,11,1,4,0,1,5,1,1,0,5,5,2,1,1,3,2,1,50,4,90,3885,1600,1860,1620,1000,7,2500,1290,1290
55,201410,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,86,4,153,4665,1700,1505,1660,1180,5,2700,1480,1485
106,201511,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,1,2,2,150,4,270,5055,1860,1491,2230,1770,5,3108,1600,1627
267,201202,45,4,2,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4295,1760,1523,1640,1211,5,2700,1540,1540
9,201503,38,11,2,3,3,1,5,1,1.5,0,5,5,2,1,1,1,1,1,82,4,0,4400,1680,1770,1825,1290,7.5,2720,1420,1440
46,201203,18,11,1,4,0,1,5,1,1,0,5,5,2,1,1,3,2,1,45,4,85,3730,1510,1860,1550,985,7,2500,1280,1290
369,201411,4,9,3,2,1,2,6,0,1.5,0,12,12,1,1,1,1,2,1,80,4,141,4643,1797,1479,1778,1360,5,2685,1544,1565
9,201408,7,12,2,1,1,1,4,0,2.4,0,12,12,1,1,1,3,2,1,120,4,210,4649,1852,1710,2074,1564,5,2680,1565,1565
198,201307,54,14,2,3,3,1,5,1,1.5,0,6,6,2,1,1,3,1,1,78,4,135,4360,1685,1820,1925,1325,7.5,2750,1425,1435
9,201504,37,2,2,2,3,5,0,3,1.5,0,9,9,1,1,1,1,2,1,96,4,155,4065,1695,1525,1500,1116,5,2530,1480,1465
99,201209,46,7,3,2,2,4,0,3,2,1,42,42,1,1,1,3,2,2,132,4,320,4761,1826,1439,2020,1600,5,2869,1564,1550
101,201301,26,16,3,2,1,6,6,0,2,0,12,12,1,1,1,3,2,1,108,4,200,4688,1815,1525,1865,1450,5,2710,1522,1503
8,201210,26,16,3,2,1,6,6,0,2,0,12,12,1,1,1,3,2,1,108,4,200,4688,1815,1525,1865,1450,5,2710,1522,1503
5,201508,31,4,2,1,1,5,0,3,2,0,17,17,1,1,1,1,2,1,106,4,198,4315,1783,1606,1930,1436,5,2630,1540,1545
8,201412,2,17,2,3,2,1,5,1,1.5,0,6,6,2,1,1,3,2,1,82,4,130,4645,1695,1940,2050,1435,7.5,2800,1445,1420
308,201211,16,7,3,2,4,4,0,3,2.5,0,62,62,1,1,1,3,2,2,140,6,250,5015,1874,1455,2310,1800,5,3012,1627,1618
53,201411,16,7,3,2,4,4,0,3,2.5,0,62,62,1,1,1,3,2,2,140,6,250,5015,1874,1455,2310,1800,5,3012,1627,1618
191,201409,12,6,3,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,90,4,154,4630,1775,1480,1770,1305,5,2700,1525,1520
385,201506,38,11,2,3,3,1,5,1,1.5,0,5,5,2,1,1,3,1,1,82,4,0,4400,1680,1750,1825,1245,7.5,2720,1420,1440
85,201509,57,14,2,1,3,1,5,1,1.6,0,9,9,1,1,1,3,2,1,92,4,160,4160,1810,1635,1645,1270,5,2560,1560,1560
7,201207,62,8,2,1,1,4,8,0,2,1,30,30,3,1,1,3,2,2,150,4,270,4469,1798,1583,2180,1700,5,2760,1500,1529
17,201512,12,6,3,2,1,5,0,3,1.8,0,12,12,1,1,1,1,2,1,103,4,173,4630,1775,1480,1785,1315,5,2700,1525,1520
18,201310,52,10,2,1,1,3,5,1,2,0,17,17,1,1,1,3,2,1,104,4,184,4325,1795,1680,1890,1515,5,2630,1550,1550
202,201507,11,1,3,2,1,3,6,1,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4600,1780,1445,1700,1230,5,2700,1555,1568
6,201204,27,2,3,2,2,5,5,1,2,0,22,22,1,1,1,3,2,1,115,4,189,4945,1845,1480,1950,1430,5,2800,1590,1585
8,201512,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,1,2,2,200,4,350,5055,1860,1491,2250,1815,5,3108,1600,1627
87,201408,53,5,2,1,1,2,6,0,1.6,1,22,22,1,1,1,1,2,1,130,4,240,4524,1838,1685,1967,1592,5,2690,1563,1565
39,201311,23,1,2,1,1,3,6,1,2,0,17,17,1,1,1,3,2,1,121,4,199,4450,1855,1635,1980,1431,5,2640,1614,1615
12,201204,52,10,2,1,1,3,5,1,2,0,17,17,1,1,1,3,2,1,104,4,184,4325,1795,1680,1890,1515,5,2630,1550,1550
10,201405,20,8,3,2,2,4,8,0,2,1,42,42,2,1,1,3,2,2,200,4,350,4734,1811,1455,2020,1590,5,2920,1531,1572
55,201506,50,7,2,1,1,4,6,2,1.4,1,30,30,1,1,1,1,2,2,110,4,250,4385,1831,1589,2000,1520,5,2603,1571,1575
7,201301,40,10,3,2,1,3,6,1,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4570,1775,1445,1608,1233,5,2700,1549,1562
241,201306,40,10,3,2,1,3,6,0,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4570,1775,1445,1642,1267,5,2700,1549,1562
6,201401,54,14,2,3,3,1,5,1,1.5,0,6,6,2,1,1,3,1,1,78,4,135,4360,1685,1820,1925,1325,7.5,2750,1425,1435
85,201505,38,11,2,3,3,1,5,1,1.2,0,5,5,2,1,1,3,1,1,65,4,116,4400,1680,1770,1800,1280,7.5,2720,1420,1440
66,201512,38,11,2,3,3,1,5,1,1.2,0,5,5,2,1,1,3,1,1,65,4,116,4400,1680,1770,1800,1280,7.5,2720,1420,1440
8,201407,12,6,3,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,90,4,154,4630,1775,1480,1770,1285,5,2700,1535,1535
19,201208,19,1,3,2,2,3,6,0,2,0,17,17,1,1,1,3,2,1,121,4,198,4845,1830,1460,1930,1445,5,2795,1601,1601
8,201206,35,3,3,2,2,2,6,0,2.4,0,22,22,1,1,1,3,2,1,137,4,240,5000,1858,1497,2125,1705,5,2837,1565,1574
7,201505,10,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,3,2,1,81,4,155,4255,1799,1452,1740,1260,5,2637,1549,1520
359,201405,5,4,3,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1660,1237,5,2700,1540,1540
9,201508,19,1,3,2,2,3,6,0,2.4,0,17,17,1,1,1,3,2,1,132,4,231,4845,1830,1460,1985,1515,5,2795,1595,1595
451,201307,11,1,3,2,1,3,6,1,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4600,1780,1445,1700,1230,5,2700,1555,1568
148,201303,3,5,3,2,1,2,6,2,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4534,1823,1483,1713,1338,5,2648,1553,1544
9,201402,67,6,2,2,3,5,5,1,1.5,0,9,9,1,1,1,3,2,1,79,4,140,4115,1700,1495,1500,1050,5,2550,1460,1460
134,201401,35,3,3,2,2,2,6,0,2,1,22,22,1,1,1,3,2,1,187,4,296,5005,1858,1500,2190,1770,5,2837,1580,1576
17,201407,13,6,3,2,2,5,6,0,2.5,0,17,17,1,1,1,3,2,1,135,4,235,4825,1825,1480,2000,1490,5,2775,1575,1560
19,201506,4,9,3,2,1,2,6,0,1.6,0,12,12,1,1,1,3,2,1,89,4,155,4598,1797,1477,1800,1390,5,2685,1544,1558
37,201402,34,0,3,2,1,4,5,1,1.4,0,9,9,1,1,1,3,2,1,66,4,132,4487,1706,1470,1600,1120,5,2603,1460,1500
169,201308,28,3,3,2,2,2,6,0,1.6,1,22,22,1,1,1,3,2,1,135,4,235,4830,1856,1484,2025,1590,5,2737,1585,1587
244,201501,1,1,2,2,3,3,4,0,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4120,1700,1460,1500,1087,5,2570,1511,1515
52,201509,40,10,3,2,1,3,6,0,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4570,1775,1445,1642,1267,5,2700,1549,1562
423,201305,40,10,3,2,1,3,6,0,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4570,1775,1445,1642,1267,5,2700,1549,1562
957,201501,11,1,3,2,1,3,6,1,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4600,1780,1445,1700,1230,5,2700,1555,1568
9,201312,8,2,2,1,1,5,5,0,2,0,17,17,1,1,1,3,2,1,114,4,190,4550,1820,1685,2010,1506,5,2620,1565,1565
952,201511,9,0,3,2,1,4,6,0,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4655,1780,1453,1800,1330,5,2651,1535,1532
87,201308,2,17,2,3,2,1,5,1,2,0,6,6,2,1,1,3,2,1,81.58,4,0,5115,1720,1960,2355,1830,7.5,3000,1445,1420
9,201504,8,2,2,1,1,5,5,0,2,0,17,17,3,1,1,3,2,1,114,4,190,4550,1820,1685,2010,1576,5,2620,1565,1565
18,201210,8,2,2,1,1,5,5,0,2,0,17,17,3,1,1,3,2,1,114,4,190,4550,1820,1685,2010,1576,5,2620,1565,1565
21,201209,31,4,2,1,1,5,0,3,2,0,17,17,1,1,1,3,2,1,106,4,198,4315,1783,1606,1930,1436,5,2630,1540,1545
21,201306,31,4,2,1,1,5,0,3,2,0,17,17,1,1,1,3,2,1,106,4,198,4315,1783,1606,1930,1436,5,2630,1540,1545
340,201406,4,9,3,2,1,2,6,0,1.8,0,12,12,1,1,1,3,2,1,108,4,177,4598,1797,1477,1820,1410,5,2685,1544,1558
95,201207,15,0,2,1,1,4,6,0,1.8,1,30,30,3,1,1,3,2,1,118,4,250,4525,1809,1665,2160,1710,5,2684,1569,1571
17,201501,22,3,3,2,1,2,6,0,1.6,1,12,12,1,1,1,1,2,1,131,4,235,4671,1815,1478,1890,1480,5,2685,1544,1558
46,201505,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
92,201210,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
8,201512,36,0,2,2,1,4,7,2,1.4,1,17,13,1,1,1,1,2,1,96,4,225,4454,1765,1460,1825,1315,5,2610,1517,1493
11,201412,63,5,2,1,3,2,5,1,1,1,12,12,1,1,1,1,2,1,92,3,170,4280,1785,1658,1665,1290,5,2530,1527,1533
6,201403,63,5,2,1,3,2,5,1,1,1,12,12,1,1,1,1,2,1,92,3,170,4280,1785,1658,1665,1290,5,2530,1527,1533
570,201309,9,0,3,2,1,4,6,0,1.6,0,17,17,1,1,1,3,2,1,77,4,155,4644,1778,1482,1800,1340,5,2651,1535,1532
63,201401,18,11,1,4,0,1,5,1,1,0,5,5,2,1,1,3,2,1,50,4,90,3885,1600,1860,1620,1000,7,2500,1290,1290
18,201201,16,7,3,2,4,4,0,3,2.8,0,62,62,1,1,1,3,2,2,162,6,280,5035,1855,1485,2250,1765,5,2945,1612,1622
13,201404,10,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,3,2,1,110,4,250,4255,1799,1452,1780,1305,5,2637,1549,1520
6,201312,18,11,1,4,0,1,5,1,1,0,5,5,2,1,1,3,2,1,45,4,85,3810,1510,1820,1575,930,7,2500,1290,1290
98,201510,44,16,3,2,1,6,4,0,1.6,0,12,12,1,1,1,1,2,1,86,4,150,4558,1805,1505,1798,1370,5,2612,1525,1522
589,201409,11,1,3,2,1,3,6,0,1.6,0,12,12,1,1,1,3,2,1,93.8,4,0,4600,1780,1445,1720,1260,5,2700,1555,1568
25,201406,12,6,3,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,90,4,154,4630,1775,1480,1770,1305,5,2700,1525,1520
120,201412,5,4,3,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1660,1237,5,2700,1540,1540
499,201211,22,3,3,2,1,2,5,1,1.6,0,12,12,1,1,1,3,2,1,89,4,150,4671,1815,1478,1790,1380,5,2685,1544,1558
60,201406,22,3,3,2,1,2,6,0,1.8,0,12,12,1,1,1,3,2,1,108,4,177,4671,1815,1478,1840,1430,5,2685,1544,1558
91,201412,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,1,2,2,150,4,270,5055,1860,1491,2230,1740,5,3108,1600,1627
17,201207,35,3,3,2,2,2,6,0,2.4,0,22,22,1,2,2,3,2,1,137,4,240,5000,1858,1493,2162,1750,5,2837,1565,1574
103,201512,18,11,1,4,0,1,5,1,1.2,0,5,5,2,1,1,1,2,1,60.3,4,115,3797,1510,1820,1575,965,7,2500,1290,1290
51,201208,14,0,3,2,2,4,5,1,1.4,1,30,30,1,1,1,3,2,1,96,4,220,4870,1834,1472,1975,1435,5,2803,1577,1550
168,201508,1,1,2,2,3,3,4,0,1.4,0,9,9,1,1,1,3,2,1,78.7,4,135,4120,1700,1460,1500,1087,5,2570,1511,1515
34,201209,13,6,3,2,2,5,6,0,2.5,0,17,17,1,1,1,3,2,1,135,4,235,4825,1825,1480,2000,1490,5,2775,1575,1560
10,201510,78,3,3,2,1,2,7,2,1.5,1,17,17,1,1,1,1,2,1,119,4,250,4718,1802,1471,1770,1345,5,2700,1534,1552
11,201207,15,0,2,1,1,4,6,1,1.8,1,30,30,1,1,1,3,2,1,118,4,250,4525,1809,1665,1960,1510,5,2684,1569,1571
153,201512,21,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,3,2,1,77,4,155,4523,1775,1467,1810,1310,5,2610,1517,1493
47,201308,58,23,3,2,2,6,6,0,2.3,0,17,17,1,1,1,3,2,1,126,4,230,4805,1860,1458,2150,1600,5,2815,1584,1551
19,201303,58,23,3,2,2,6,6,0,2.3,0,17,17,1,1,1,3,2,1,126,4,230,4805,1860,1458,2150,1600,5,2815,1584,1551
37,201510,19,1,3,2,2,3,6,0,2,0,17,17,1,1,1,3,2,1,118,4,193,4855,1860,1475,1940,1501,5,2805,1602,1609
6,201308,63,5,2,1,3,2,5,1,1,1,12,12,1,1,1,1,2,1,92,3,170,4280,1785,1658,1665,1290,5,2530,1527,1533
129,201510,86,24,3,2,1,1,4,0,1.5,0,9,9,1,1,1,1,2,1,80,4,135,4579,1804,1490,1655,1280,5,2660,1548,1549
43,201305,13,6,3,2,2,5,6,0,2.5,0,17,17,1,1,1,3,2,1,135,4,235,4825,1825,1480,2000,1490,5,2775,1575,1560
166,201307,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
110,201405,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
92,201402,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
9,201410,8,2,2,1,1,5,5,0,2,0,17,17,3,1,1,3,2,1,114,4,190,4550,1820,1685,2010,1576,5,2620,1565,1565
26,201402,31,4,2,1,1,5,0,3,2,0,17,17,1,1,1,3,2,1,106,4,198,4315,1783,1606,1930,1436,5,2630,1540,1545
59,201508,35,3,3,2,2,2,6,0,2,1,22,22,1,1,1,1,2,1,184,4,296,5005,1858,1500,2190,1770,5,2837,1580,1576
185,201411,10,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4255,1799,1452,1740,1260,5,2637,1549,1520
9,201306,0,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,3,2,1,77,4,155,4608,1743,1465,1620,1245,5,2610,1517,1493
74,201405,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,86,4,153,4665,1700,1505,1660,1180,5,2700,1480,1485
213,201410,2,17,2,3,2,1,5,1,1.6,0,6,6,2,1,1,3,2,1,83,4,138,4645,1695,1940,2145,1545,7.5,2800,1445,1420
11,201206,18,11,1,4,0,1,5,1,1,0,5,5,2,1,1,3,2,1,45,4,85,3730,1510,1860,1550,985,7,2500,1280,1290
83,201207,45,4,2,2,1,5,5,1,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4295,1760,1523,1630,1206,5,2700,1540,1540
138,201412,63,5,2,1,3,2,6,2,1.5,0,12,12,1,1,1,1,2,1,81,4,140,4280,1785,1658,1670,1295,5,2530,1527,1533
92,201504,45,4,2,2,1,5,0,3,1.6,0,12,12,1,1,1,3,2,1,93,4,154,4295,1760,1523,1640,1211,5,2700,1540,1540
8,201509,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,1,2,2,200,4,350,5055,1860,1491,2250,1760,5,3108,1600,1627
16,201511,80,4,3,2,1,5,0,3,1.6,0,12,12,1,1,1,1,2,1,93,4,154,4683,1780,1465,1670,1228,5,2700,1540,1540
123,201507,36,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4454,1765,1460,1785,1275,5,2610,1517,1493
16,201410,41,0,3,2,2,4,6,2,2,1,22,22,1,1,1,3,2,1,147,4,280,4865,1820,1475,2000,1550,5,2812,1552,1551
19,201412,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1280,5,2670,1495,1520
50,201304,24,2,3,2,1,5,5,0,1.8,0,12,12,1,1,1,3,2,1,104,4,174,4535,1755,1450,1680,1280,5,2670,1495,1520
123,201504,3,5,3,2,1,2,5,1,1.6,0,12,12,1,1,1,1,2,1,92,4,159,4534,1823,1483,1661,1286,5,2648,1553,1544
17,201409,12,6,3,2,1,5,0,3,1.6,0,12,12,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1310,5,2700,1525,1520
172,201207,7,12,2,1,1,1,5,1,2,0,12,12,1,1,1,3,2,1,98,4,186,4640,1825,1690,2030,1560,5,2680,1565,1565
138,201211,7,12,2,1,1,1,5,1,2,0,12,12,1,1,1,3,2,1,98,4,186,4640,1825,1690,2030,1560,5,2680,1565,1565
47,201209,6,0,2,2,3,4,6,0,1.6,0,12,12,1,1,1,3,2,1,77,4,155,3987,1705,1486,1555,1145,5,2470,1463,1456
9,201508,9,0,3,2,1,4,5,1,1.4,1,17,17,1,1,1,3,2,1,96,4,220,4644,1778,1482,1840,1350,5,2651,1535,1532
